symbol,direction,entry_time,exit_time,entry_price,exit_price,position_size,pnl,exit_reason,enter_tag,exit_tag,tp1_price,tp1_time,tp1_exit_reason,tp2_price,tp2_time,tp1_pnl,pnl_points,pnl_usd,capital
GBPUSD,long,2025-05-21 04:15:00+00:00,2025-05-21 05:10:00+00:00,1.34036,1.34211,1.0,0.0017499999999999183,TP2_RR_5,FVG,TP2_RR_5,1.34211,2025-05-21 05:10:00+00:00,TP1_TP1_ATR,1.3420895237729733,2025-05-21 05:10:00+00:00,0.0008749999999999591,0.0017499999999999183,130.561938583658,105568.0871293363
AUDUSD,long,2025-05-21 05:30:00+00:00,2025-05-21 07:45:00+00:00,0.64358,0.64514,1.0,0.0015600000000000058,TP2_RR_5,FVG,TP2_RR_5,0.64514,2025-05-21 07:45:00+00:00,TP1_TP1_ATR,0.6452789723790249,2025-05-21 07:45:00+00:00,0.0007800000000000029,0.0015600000000000058,242.39410795860744,105810.48123729491
XAUUSD,long,2025-05-21 05:00:00+00:00,2025-05-21 08:45:00+00:00,3293.12,3312.92,1.0,15.205000000000155,TP2_double_HH_15,GPG_H1,TP2_double_HH_15,3303.73,2025-05-21 05:40:00+00:00,TP1_TP1_ATR,3315.2,2025-05-21 08:45:00+00:00,5.305000000000064,15.205000000000155,461.72019240113195,106272.20142969604
GBPUSD,long,2025-05-21 10:00:00+00:00,2025-05-21 10:10:00+00:00,1.34284,1.34284,1.0,0.00019999999999997797,TP1_HH_15,FVG,TP1_HH_15,1.34324,2025-05-21 10:05:00+00:00,TP1_HH_15,,,0.00019999999999997797,0.00019999999999997797,14.893807154983316,106287.09523685103
USDCHF,long,2025-05-21 09:40:00+00:00,2025-05-21 11:15:00+00:00,0.82175,0.82473,1.0,0.00273000000000001,TP2_RR_5,FVG_H1,TP2_RR_5,0.82423,2025-05-21 10:15:00+00:00,TP1_TP1_ATR,0.8249625394506446,2025-05-21 11:15:00+00:00,0.0012400000000000189,0.00273000000000001,332.2178278065117,106619.31306465754
GBPUSD,long,2025-05-21 11:10:00+00:00,2025-05-21 11:50:00+00:00,1.3406500000000001,1.3396011485322379,1.0,-0.0010488514677622351,SL_sl_atr_BREAKER_H1,BREAKER_H1,SL_sl_atr_BREAKER_H1,,,,,,,-0.0010488514677622351,-78.23454800001754,106541.07851665752
GBPUSD,long,2025-05-21 12:00:00+00:00,2025-05-21 12:05:00+00:00,1.34029,1.34027,1.0,-1.999999999990898e-05,bearish_mons_reaction,BREAKER_H1,bearish_mons_reaction,,,,,,,-1.999999999990898e-05,-1.4922143715098208,106539.58630228601
GBPUSD,long,2025-05-21 12:25:00+00:00,2025-05-21 12:40:00+00:00,1.3394599999999999,1.3406799999999999,1.0,0.0012199999999999989,TP2_HH_15_H1,BREAKER_H1,TP2_HH_15_H1,,,,1.34028,2025-05-21 12:40:00+00:00,,0.0012199999999999989,91.08148059665828,106630.66778288267
EURUSD,long,2025-05-21 11:50:00+00:00,2025-05-21 13:20:00+00:00,1.13138,1.13542,1.0,0.0040400000000000436,TP2_RR_5,OB,TP2_RR_5,1.13542,2025-05-21 13:20:00+00:00,TP1_TP1_ATR,1.1343185007188927,2025-05-21 13:20:00+00:00,0.0020200000000000218,0.0040400000000000436,357.0860365217737,106987.75381940445
XAUUSD,long,2025-05-21 10:50:00+00:00,2025-05-21 13:45:00+00:00,3309.43,3309.43,1.0,3.4200000000000728,TP1_HH_15,FVG,TP1_HH_15,3316.27,2025-05-21 13:20:00+00:00,TP1_HH_15,,,3.4200000000000728,3.4200000000000728,103.34105873217058,107091.09487813662
USDCAD,long,2025-05-21 14:25:00+00:00,2025-05-21 15:15:00+00:00,1.38798,1.38798,1.0,0.0005549999999999722,TP1_TP1_ATR,BREAKER_H1,TP1_TP1_ATR,1.38909,2025-05-21 14:50:00+00:00,TP1_TP1_ATR,,,0.0005549999999999722,0.0005549999999999722,39.98616694764854,107131.08104508427
XAUUSD,long,2025-05-21 13:50:00+00:00,2025-05-21 15:20:00+00:00,3310.77,3304.488657404183,1.0,-6.281342595817023,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-6.281342595817023,-189.72452317186102,106941.3565219124
AUDUSD,long,2025-05-21 11:45:00+00:00,2025-05-21 15:25:00+00:00,0.64373,0.64497,1.0,0.0012400000000000189,bearish_lqs,FVG,bearish_lqs,,,,,,,0.0012400000000000189,192.62734376213922,107133.98386567454
GBPUSD,long,2025-05-21 13:55:00+00:00,2025-05-21 17:10:00+00:00,1.34116,1.34327,1.0,0.0015600000000000058,bearish_lqs,BREAKER_H1,bearish_lqs,1.3421699999999999,2025-05-21 16:00:00+00:00,TP1_TP1_ATR,,,0.0005049999999999777,0.0015600000000000058,116.31721793074695,107250.30108360529
AUDUSD,long,2025-05-21 21:15:00+00:00,2025-05-21 22:15:00+00:00,0.64431,0.6438270065358057,1.0,-0.00048299346419433675,SL_sl_atr_BREAKER_H1,BREAKER_H1,SL_sl_atr_BREAKER_H1,,,,,,,-0.00048299346419433675,-74.9629004973284,107175.33818310796
EURUSD,long,2025-05-21 21:50:00+00:00,2025-05-21 22:50:00+00:00,1.1332200000000001,1.1325300288542286,1.0,-0.0006899711457715174,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0006899711457715174,-60.88589556939671,107114.45228753856
EURUSD,long,2025-05-21 21:55:00+00:00,2025-05-21 22:50:00+00:00,1.13327,1.1325507410789266,1.0,-0.0007192589210733846,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.0007192589210733846,-63.467569164751964,107050.98471837382
AUDUSD,long,2025-05-21 22:20:00+00:00,2025-05-21 22:55:00+00:00,0.64369,0.6431628868177148,1.0,-0.0005271131822851549,SL_sl_atr_FVG_OB,FVG_OB,SL_sl_atr_FVG_OB,,,,,,,-0.0005271131822851549,-81.88929178411267,106969.0954265897
USDCHF,long,2025-05-21 20:15:00+00:00,2025-05-21 23:00:00+00:00,0.82358,0.82553,1.0,0.0019500000000000073,bearish_lqs,OB,bearish_lqs,,,,,,,0.0019500000000000073,236.77116977100067,107205.8665963607
USDCHF,long,2025-05-21 20:20:00+00:00,2025-05-21 23:00:00+00:00,0.82305,0.82553,1.0,0.0024800000000000377,TP2_RR_5,BREAKER,TP2_RR_5,0.82553,2025-05-21 23:00:00+00:00,TP1_TP1_ATR,0.8256661316088054,2025-05-21 23:00:00+00:00,0.0012400000000000189,0.0024800000000000377,301.3182674199669,107507.18486378067
AUDUSD,long,2025-05-21 22:30:00+00:00,2025-05-22 00:05:00+00:00,0.64348,0.6429932034295603,1.0,-0.00048679657043970703,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.00048679657043970703,-75.65061391802494,107431.53424986264
USDJPY,long,2025-05-22 02:30:00+00:00,2025-05-22 03:00:00+00:00,143.851,143.683,1.0,-0.16800000000000637,SL_zone_level_FVG,FVG,SL_zone_level_FVG,,,,,,,-0.16800000000000637,-116.78750929781953,107314.74674056482
USDJPY,long,2025-05-22 03:00:00+00:00,2025-05-22 03:10:00+00:00,143.656,143.48910352978567,1.0,-0.16689647021433984,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.16689647021433984,-116.1778625426991,107198.56887802212
AUDUSD,long,2025-05-22 00:10:00+00:00,2025-05-22 03:20:00+00:00,0.64292,0.64398,1.0,0.0010599999999999499,TP2_RR_5,FVG,TP2_RR_5,0.64398,2025-05-22 03:20:00+00:00,TP1_TP1_ATR,0.6442568722256306,2025-05-22 03:20:00+00:00,0.0005299999999999749,0.0010599999999999499,164.87276799601037,107363.44164601814
AUDNZD,long,2025-05-22 01:40:00+00:00,2025-05-22 05:30:00+00:00,1.0839,1.08585,1.0,0.0014699999999998603,TP2_RR_5,BREAKER_H1,TP2_RR_5,1.08489,2025-05-22 03:35:00+00:00,TP1_TP1_ATR,1.0863012407978367,2025-05-22 05:30:00+00:00,0.0004949999999999122,0.0014699999999998603,135.62136728479197,107499.06301330292
USDJPY,long,2025-05-22 03:10:00+00:00,2025-05-22 05:35:00+00:00,143.356,143.2026249823152,1.0,-0.15337501768479456,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.15337501768479456,-106.98890711570814,107392.07410618721
XAUUSD,long,2025-05-22 07:00:00+00:00,2025-05-22 08:50:00+00:00,3333.48,3330.0833307462917,1.0,-3.3966692537082963,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-3.3966692537082963,-101.89559420510388,107290.17851198211
USDCAD,long,2025-05-22 07:50:00+00:00,2025-05-22 09:35:00+00:00,1.3845399999999999,1.38563,1.0,0.0010900000000000354,TP2_RR_5,OB,TP2_RR_5,1.38563,2025-05-22 09:35:00+00:00,TP1_TP1_ATR,1.3857057084907942,2025-05-22 09:35:00+00:00,0.0005450000000000177,0.0010900000000000354,78.72650844324002,107368.90502042536
XAUUSD,long,2025-05-22 08:45:00+00:00,2025-05-22 09:50:00+00:00,3330.79,3328.010673235648,1.0,-2.7793267643519357,SL_sl_atr_FVG_OB,FVG_OB,SL_sl_atr_FVG_OB,,,,,,,-2.7793267643519357,-83.44347029839575,107285.46155012696
GBPUSD,long,2025-05-22 09:35:00+00:00,2025-05-22 10:10:00+00:00,1.34225,1.3414887424371411,1.0,-0.0007612575628588303,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0007612575628588303,-56.71503541507396,107228.74651471188
EURUSD,long,2025-05-22 09:35:00+00:00,2025-05-22 10:10:00+00:00,1.13257,1.1317682983619755,1.0,-0.0008017016380246211,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0008017016380246211,-70.78605631657392,107157.9604583953
EURUSD,long,2025-05-22 09:50:00+00:00,2025-05-22 10:10:00+00:00,1.13195,1.1313804888852987,1.0,-0.000569511114701271,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.000569511114701271,-50.312391421994874,107107.64806697331
USDCAD,long,2025-05-22 08:00:00+00:00,2025-05-22 10:15:00+00:00,1.38489,1.38666,1.0,0.0012550000000000061,TP2_RR_5,GPG_IS_IN_H1,TP2_RR_5,1.38563,2025-05-22 09:35:00+00:00,TP1_TP1_ATR,1.3863312534792505,2025-05-22 10:15:00+00:00,0.00036999999999998145,0.0012550000000000061,90.62091574060078,107198.26898271391
USDCAD,long,2025-05-22 07:10:00+00:00,2025-05-22 10:15:00+00:00,1.38517,1.38666,1.0,0.0009749999999999481,TP2_RR_5,GPG_H1,TP2_RR_5,1.38563,2025-05-22 09:35:00+00:00,TP1_TP1_ATR,1.386607782276905,2025-05-22 10:15:00+00:00,0.00022999999999995246,0.0009749999999999481,70.38847217308692,107268.657454887
EURUSD,long,2025-05-22 10:10:00+00:00,2025-05-22 10:30:00+00:00,1.13128,1.1304722410728085,1.0,-0.0008077589271915375,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0008077589271915375,-71.40221052184582,107197.25524436515
USDJPY,long,2025-05-22 04:35:00+00:00,2025-05-22 10:45:00+00:00,143.335,143.06070797209574,1.0,-0.27429202790426643,SL_sl_atr_BREAKER_H1,BREAKER_H1,SL_sl_atr_BREAKER_H1,,,,,,,-0.27429202790426643,-191.3643059296518,107005.8909384355
GBPUSD,long,2025-05-22 09:50:00+00:00,2025-05-22 11:00:00+00:00,1.34181,1.34297,1.0,0.0011600000000000499,bearish_lqs,BREAKER,bearish_lqs,,,,,,,0.0011600000000000499,86.45039163518307,107092.34133007069
XAUUSD,long,2025-05-22 08:50:00+00:00,2025-05-22 11:20:00+00:00,3328.24,3323.7941965759587,1.0,-4.44580342404106,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-4.44580342404106,-133.57821022645783,106958.76311984423
AUDUSD,long,2025-05-22 12:00:00+00:00,2025-05-22 12:05:00+00:00,0.6432,0.6427387948949662,1.0,-0.00046120510503377954,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.00046120510503377954,-71.70477379256523,106887.05834605166
AUDNZD,long,2025-05-22 07:05:00+00:00,2025-05-22 12:55:00+00:00,1.08666,1.08772,1.0,0.001060000000000061,bearish_lqs,FVG,bearish_lqs,,,,,,,0.001060000000000061,97.54661071540878,106984.60495676707
AUDUSD,long,2025-05-22 12:10:00+00:00,2025-05-22 13:05:00+00:00,0.64262,0.6420596751900474,1.0,-0.0005603248099526059,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.0005603248099526059,-87.19380192845009,106897.41115483863
AUDUSD,long,2025-05-22 12:05:00+00:00,2025-05-22 13:05:00+00:00,0.64265,0.6421488809738971,1.0,-0.0005011190261029475,SL_sl_atr_BREAKER_FVG,BREAKER_FVG,SL_sl_atr_BREAKER_FVG,,,,,,,-0.0005011190261029475,-77.97697441888235,106819.43418041975
USDCHF,long,2025-05-22 14:30:00+00:00,2025-05-22 14:50:00+00:00,0.82617,0.82617,1.0,1.5000000000042757e-05,TP1_HH_15,GPL_H1,TP1_HH_15,0.8262,2025-05-22 14:35:00+00:00,TP1_HH_15,,,1.5000000000042757e-05,1.5000000000042757e-05,1.8156069574110363,106821.24978737715
USDJPY,long,2025-05-22 12:50:00+00:00,2025-05-22 14:50:00+00:00,143.4,143.4,1.0,0.11849999999999739,TP1_TP1_ATR,BREAKER_H1,TP1_TP1_ATR,143.637,2025-05-22 13:35:00+00:00,TP1_TP1_ATR,,,0.11849999999999739,0.11849999999999739,82.6359832635965,106903.88577064074
GBPUSD,long,2025-05-22 13:50:00+00:00,2025-05-22 16:05:00+00:00,1.3396,1.34225,1.0,0.0022050000000000125,TP2_RR_5,BREAKER_IS_IN_H1,TP2_RR_5,1.3413599999999999,2025-05-22 14:20:00+00:00,TP1_TP1_ATR,1.3426388982757365,2025-05-22 16:05:00+00:00,0.0008799999999999919,0.0022050000000000125,164.60137354434252,107068.48714418508
AUDNZD,long,2025-05-22 15:35:00+00:00,2025-05-22 16:05:00+00:00,1.08701,1.0865294921282873,1.0,-0.0004805078717127209,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.0004805078717127209,-44.2045493337431,107024.28259485135
AUDNZD,long,2025-05-22 15:30:00+00:00,2025-05-22 16:05:00+00:00,1.08683,1.0865440684458478,1.0,-0.0002859315541521301,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0002859315541521301,-26.308765322279488,106997.97382952907
USDCHF,long,2025-05-22 16:05:00+00:00,2025-05-22 16:30:00+00:00,0.82654,0.82707,1.0,0.0005299999999999194,TP2_double_HH_15,FVG,TP2_double_HH_15,0.82707,2025-05-22 16:25:00+00:00,TP1_HH_15,0.8275599999999999,2025-05-22 16:30:00+00:00,0.0002649999999999597,0.0005299999999999194,64.12272848258031,107062.09655801165
AUDUSD,long,2025-05-22 13:15:00+00:00,2025-05-22 16:45:00+00:00,0.64217,0.6411767696861403,1.0,-0.000993230313859672,SL_sl_atr_GPG_IS_IN_H1,GPG_IS_IN_H1,SL_sl_atr_GPG_IS_IN_H1,,,,,,,-0.000993230313859672,-154.66781597702663,106907.42874203462
XAUUSD,long,2025-05-22 14:10:00+00:00,2025-05-22 16:55:00+00:00,3293.47,3293.47,1.0,3.9750000000001364,TP1_TP1_ATR,GPG_H1,TP1_TP1_ATR,3301.42,2025-05-22 14:45:00+00:00,TP1_TP1_ATR,,,3.9750000000001364,3.9750000000001364,120.69337203618484,107028.12211407081
GBPUSD,long,2025-05-22 12:10:00+00:00,2025-05-22 17:10:00+00:00,1.33981,1.34212,1.0,0.0023100000000000342,TP2_RR_5,OB,TP2_RR_5,1.34212,2025-05-22 17:10:00+00:00,TP1_TP1_ATR,1.3428860824635351,2025-05-22 17:10:00+00:00,0.0011550000000000171,0.0023100000000000342,172.4125062508889,107200.5346203217
GBPUSD,long,2025-05-22 14:35:00+00:00,2025-05-22 18:05:00+00:00,1.34189,1.34189,1.0,0.00011499999999997623,TP1_TP1_ATR,BREAKER_H1,TP1_TP1_ATR,1.34212,2025-05-22 17:10:00+00:00,TP1_TP1_ATR,,,0.00011499999999997623,0.00011499999999997623,8.570002012085657,107209.10462233378
USDCAD,long,2025-05-22 18:00:00+00:00,2025-05-22 18:50:00+00:00,1.38721,1.3860026844045457,1.0,-0.0012073155954543946,SL_sl_atr_GPL_H1,GPL_H1,SL_sl_atr_GPL_H1,,,,,,,-0.0012073155954543946,-87.03192706615397,107122.07269526763
USDCAD,long,2025-05-22 18:45:00+00:00,2025-05-22 23:55:00+00:00,1.38615,1.385445681677038,1.0,-0.0007043183229620276,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0007043183229620276,-50.81111877949916,107071.26157648813
USDCAD,long,2025-05-22 18:55:00+00:00,2025-05-23 00:05:00+00:00,1.38565,1.3850020418541806,1.0,-0.0006479581458194161,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.0006479581458194161,-46.76203556593772,107024.49954092219
XAUUSD,long,2025-05-22 17:05:00+00:00,2025-05-23 03:25:00+00:00,3292.39,3303.25,1.0,11.555000000000064,bearish_lqs,GPG_H1,bearish_lqs,3304.64,2025-05-23 03:20:00+00:00,TP1_TP1_ATR,,,6.125,11.555000000000064,350.9608521469226,107375.46039306911
USDCHF,long,2025-05-23 03:25:00+00:00,2025-05-23 03:50:00+00:00,0.82781,0.8274521535480573,1.0,-0.0003578464519427005,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0003578464519427005,-43.22809001373509,107332.23230305538
USDCHF,long,2025-05-23 03:35:00+00:00,2025-05-23 04:05:00+00:00,0.82778,0.8273438466817433,1.0,-0.00043615331825663795,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.00043615331825663795,-52.689521159805494,107279.54278189558
AUDNZD,long,2025-05-23 00:00:00+00:00,2025-05-23 04:15:00+00:00,1.08623,1.087,1.0,0.0006749999999999812,bearish_lqs,B_mons_reaction,bearish_lqs,1.08681,2025-05-23 01:00:00+00:00,TP1_TP1_ATR,,,0.00029000000000001247,0.0006749999999999812,62.14153540226114,107341.68431729784
USDCAD,long,2025-05-23 00:10:00+00:00,2025-05-23 04:35:00+00:00,1.38555,1.3839672,1.0,-0.0015827999999999953,SL_zone_level_GPG_H1_GPG_IS_IN_H1,GPG_H1_GPG_IS_IN_H1,SL_zone_level_GPG_H1_GPG_IS_IN_H1,,,,,,,-0.0015827999999999953,-114.23622388221249,107227.44809341562
USDCAD,long,2025-05-23 03:55:00+00:00,2025-05-23 04:35:00+00:00,1.38494,1.3839672,1.0,-0.0009727999999999959,SL_zone_level_GPG_IS_IN_H1,GPG_IS_IN_H1,SL_zone_level_GPG_IS_IN_H1,,,,,,,-0.0009727999999999959,-70.2413100928557,107157.20678332276
USDJPY,long,2025-05-22 18:20:00+00:00,2025-05-23 05:10:00+00:00,143.836,143.56829230823917,1.0,-0.2677076917608474,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.2677076917608474,-186.1200893801603,106971.0866939426
EURUSD,long,2025-05-23 08:40:00+00:00,2025-05-23 08:55:00+00:00,1.13084,1.13221,1.0,0.0011049999999999116,TP2_RR_5,OB,TP2_RR_5,1.13168,2025-05-23 08:50:00+00:00,TP1_HH_15,1.1323891302849418,2025-05-23 08:55:00+00:00,0.00041999999999997595,0.0011049999999999116,97.71497294046121,107068.80166688307
AUDNZD,long,2025-05-23 09:25:00+00:00,2025-05-23 09:55:00+00:00,1.08693,1.0866237499072608,1.0,-0.0003062500927391021,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.0003062500927391021,-28.175696018980258,107040.62597086409
AUDNZD,long,2025-05-23 09:20:00+00:00,2025-05-23 10:00:00+00:00,1.08692,1.0866194229770503,1.0,-0.0003005770229498328,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0003005770229498328,-27.654015286298232,107012.97195557778
AUDNZD,long,2025-05-23 10:05:00+00:00,2025-05-23 10:35:00+00:00,1.08643,1.085968721227259,1.0,-0.0004612787727409362,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-0.0004612787727409362,-42.45821385095553,106970.51374172683
AUDNZD,long,2025-05-23 10:00:00+00:00,2025-05-23 10:35:00+00:00,1.08637,1.0859778536293558,1.0,-0.00039214637064421964,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.00039214637064421964,-36.09694401025614,106934.41679771658
AUDNZD,long,2025-05-23 10:30:00+00:00,2025-05-23 10:40:00+00:00,1.08603,1.0855653366726525,1.0,-0.00046466332734751425,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.00046466332734751425,-42.78549647316504,106891.63130124341
AUDNZD,long,2025-05-23 10:40:00+00:00,2025-05-23 12:20:00+00:00,1.08555,1.0849491933555013,1.0,-0.0006008066444986859,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.0006008066444986859,-55.345828796341564,106836.28547244707
EURUSD,long,2025-05-23 14:50:00+00:00,2025-05-23 15:05:00+00:00,1.13029,1.13029,1.0,0.0009000000000000119,TP1_HH_15,OB,TP1_HH_15,1.13209,2025-05-23 14:55:00+00:00,TP1_HH_15,,,0.0009000000000000119,0.0009000000000000119,79.62558281503082,106915.9110552621
AUDUSD,long,2025-05-23 16:30:00+00:00,2025-05-23 17:25:00+00:00,0.64511,0.64731,1.0,0.001875000000000071,TP2_HH_15_H1,FVG_H1,TP2_HH_15_H1,0.64666,2025-05-23 17:15:00+00:00,TP1_TP1_ATR,0.64685,2025-05-23 17:25:00+00:00,0.0007750000000000257,0.001875000000000071,290.6481065244797,107206.55916178659
GBPUSD,long,2025-05-23 16:05:00+00:00,2025-05-23 19:00:00+00:00,1.35061,1.35061,1.0,0.00017999999999995797,TP1_HH_15,FVG,TP1_HH_15,1.35097,2025-05-23 18:50:00+00:00,TP1_HH_15,,,0.00017999999999995797,0.00017999999999995797,13.327311363010635,107219.88647314959
XAUUSD,long,2025-05-23 16:00:00+00:00,2025-05-23 19:45:00+00:00,3360.41,3362.57,1.0,2.1600000000003092,bearish_lqs,BREAKER_H1,bearish_lqs,,,,,,,2.1600000000003092,64.27787085505368,107284.16434400465
EURUSD,long,2025-05-23 15:15:00+00:00,2025-05-23 20:50:00+00:00,1.13228,1.13652,1.0,0.003515000000000046,TP2_HH_15_H1,FVG_H1,TP2_HH_15_H1,1.13507,2025-05-23 18:50:00+00:00,TP1_TP1_ATR,1.13623,2025-05-23 20:50:00+00:00,0.001395000000000035,0.003515000000000046,310.4355813049816,107594.59992530962
AUDUSD,long,2025-05-26 00:05:00+00:00,2025-05-26 01:00:00+00:00,0.64835,0.64955,1.0,0.0011999999999999789,TP2_RR_5,BREAKER,TP2_RR_5,0.64955,2025-05-26 01:00:00+00:00,TP1_TP1_ATR,0.6495921962306206,2025-05-26 01:00:00+00:00,0.0005999999999999894,0.0011999999999999789,185.08521631834333,107779.68514162797
XAUUSD,long,2025-05-23 23:40:00+00:00,2025-05-26 01:00:00+00:00,3357.86,3355.321251584636,1.0,-2.5387484153643527,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-2.5387484153643527,-75.6061424646755,107704.07899916329
AUDUSD,long,2025-05-26 00:00:00+00:00,2025-05-26 01:00:00+00:00,0.64823,0.64955,1.0,0.0013199999999999878,TP2_RR_5,OB,TP2_RR_5,0.64955,2025-05-26 01:00:00+00:00,TP1_TP1_ATR,0.6494023651714376,2025-05-26 01:00:00+00:00,0.0006599999999999939,0.0013199999999999878,203.63142711691648,107907.71042628022
XAUUSD,long,2025-05-26 01:00:00+00:00,2025-05-26 01:05:00+00:00,3351.67,3348.775396358517,1.0,-2.8946036414831724,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-2.8946036414831724,-86.36302623716453,107821.34740004304
XAUUSD,long,2025-05-26 01:05:00+00:00,2025-05-26 01:25:00+00:00,3347.95,3343.835010904337,1.0,-4.114989095662622,SL_sl_atr_BREAKER,BREAKER,SL_sl_atr_BREAKER,,,,,,,-4.114989095662622,-122.91070940911968,107698.43669063393
USDCHF,long,2025-05-26 00:05:00+00:00,2025-05-26 01:25:00+00:00,0.82037,0.82204,1.0,0.0013949999999999796,TP2_RR_5,FVG_H1,TP2_RR_5,0.82149,2025-05-26 01:05:00+00:00,TP1_TP1_ATR,0.8221352127604524,2025-05-26 01:25:00+00:00,0.0005600000000000049,0.0013949999999999796,170.04522349671242,107868.48191413064
USDJPY,long,2025-05-26 03:20:00+00:00,2025-05-26 03:55:00+00:00,142.718,142.61223339190164,1.0,-0.10576660809834948,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.10576660809834948,-74.10880764749331,107794.37310648315
XAUUSD,long,2025-05-26 03:10:00+00:00,2025-05-26 04:35:00+00:00,3336.94,3343.72,1.0,6.779999999999745,TP2_HH_15_H1,FVG_OB,TP2_HH_15_H1,,,,3345.31,2025-05-26 04:35:00+00:00,,6.779999999999745,203.1801590678809,107997.55326555103
XAUUSD,long,2025-05-26 04:05:00+00:00,2025-05-26 04:35:00+00:00,3338.09,3343.72,1.0,5.629999999999654,TP2_HH_15_H1,FVG_H1,TP2_HH_15_H1,,,,3345.31,2025-05-26 04:35:00+00:00,,5.629999999999654,168.6593231458605,108166.21258869689
USDCAD,long,2025-05-26 04:20:00+00:00,2025-05-26 04:35:00+00:00,1.37151,1.3710398409636921,1.0,-0.00047015903630787115,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.00047015903630787115,-34.280394332368786,108131.93219436452
USDJPY,long,2025-05-26 04:00:00+00:00,2025-05-26 04:50:00+00:00,142.563,142.44189836651302,1.0,-0.12110163348697256,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.12110163348697256,-84.94604735237934,108046.98614701214
USDJPY,long,2025-05-26 01:45:00+00:00,2025-05-26 05:00:00+00:00,142.799,142.340567759935,1.0,-0.45843224006500805,SL_sl_atr_FVG_H1,FVG_H1,SL_sl_atr_FVG_H1,,,,,,,-0.45843224006500805,-321.03322856953343,107725.9529184426
AUDUSD,long,2025-05-26 07:05:00+00:00,2025-05-26 10:10:00+00:00,0.6518,0.6514132171353806,1.0,-0.00038678286461946154,SL_sl_atr_FVG,FVG,SL_sl_atr_FVG,,,,,,,-0.00038678286461946154,-59.34072792566147,107666.61219051694
EURUSD,long,2025-05-26 10:05:00+00:00,2025-05-26 10:30:00+00:00,1.14005,1.1393978708239072,1.0,-0.0006521291760928083,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0006521291760928083,-57.20180484126208,107609.41038567568
AUDNZD,long,2025-05-26 08:55:00+00:00,2025-05-26 10:30:00+00:00,1.08228,1.0819553254327325,1.0,-0.000324674567267369,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.000324674567267369,-29.999128438793015,107579.41125723689
GBPUSD,long,2025-05-26 09:55:00+00:00,2025-05-26 11:15:00+00:00,1.35724,1.3565433940847396,1.0,-0.0006966059152604398,SL_sl_atr_OB,OB,SL_sl_atr_OB,,,,,,,-0.0006966059152604398,-51.32518311134654,107528.08607412555
AUDUSD,long,2025-05-26 10:10:00+00:00,2025-05-26 11:20:00+00:00,0.6514,0.6509045375676019,1.0,-0.0004954624323980639,SL_sl_atr_FVG_OB,FVG_OB,SL_sl_atr_FVG_OB,,,,,,,-0.0004954624323980639,-76.06116555082345,107452.02490857472
